split_index,seed_accepted,UniProt_AC,group_id,group_size,group_bucket,group_status,split,protein_label,label_mask
1,42,A0AVF1,grp_0497,17.0,medium,constrained,train,Non-essential,True
1,42,A0FGR8,grp_2340,4.0,small,constrained,train,Non-essential,True
1,42,A0FGR9,grp_1217,2.0,small,constrained,train,Non-essential,True
1,42,A0JLT2,grp_0639,23.0,large,constrained,train,Non-essential,True
1,42,A1A4S6,grp_1411,26.0,large,constrained,test,Non-essential,True
1,42,A1Z199,grp_0640,1.0,singleton,constrained,train,Unknown,False
1,42,A2A288,grp_0641,1.0,singleton,constrained,train,Non-essential,True
1,42,A2RRP1,grp_0605,5.0,small,constrained,test,Non-essential,True
1,42,A3KN83,grp_0642,3.0,small,constrained,test,Essential,True
1,42,A4D0T7,grp_0643,1.0,singleton,constrained,train,Unknown,False
1,42,A5D8V6,grp_0226,7.0,medium,constrained,test,Non-essential,True
1,42,A5D8V7,grp_0869,2.0,small,constrained,train,Non-essential,True
1,42,A5PLN9,grp_1668,4.0,small,constrained,test,Non-essential,True
1,42,A5X5Y0,grp_1593,18.0,medium,constrained,train,Non-essential,True
1,42,A5YKK6,grp_0644,1.0,singleton,constrained,train,Non-essential,True
1,42,A6H8Y1,grp_0645,1.0,singleton,constrained,test,Essential,True
1,42,A6ND01,grp_0646,2.0,small,constrained,train,Non-essential,True
1,42,A6NED2,grp_1288,8.0,medium,constrained,train,Non-essential,True
1,42,A6NFQ2,grp_1389,2.0,small,constrained,train,Non-essential,True
1,42,A6NGQ2,grp_0647,4.0,small,constrained,train,Non-essential,True
1,42,A6NIX2,grp_0648,2.0,small,constrained,train,Non-essential,True
1,42,A6NKF1,grp_0649,1.0,singleton,constrained,train,Unknown,False
1,42,A7MCY6,grp_1206,14.0,medium,constrained,train,Non-essential,True
1,42,A8K0Z3,grp_0650,1.0,singleton,constrained,train,Unknown,False
1,42,A8K8P3,grp_0651,2.0,small,constrained,train,Non-essential,True
1,42,A8MT69,grp_0288,27.0,large,constrained,train,Non-essential,True
1,42,A8MTZ0,grp_0652,1.0,singleton,constrained,train,Non-essential,True
1,42,A9UF07,,,,no_group,train,Unknown,False
1,42,B4DGM9,grp_0667,18.0,medium,constrained,train,Unknown,False
1,42,D6RGH6,grp_0653,1.0,singleton,constrained,train,Non-essential,True
1,42,D9YZV4,grp_0654,1.0,singleton,constrained,train,Unknown,False
1,42,E9PGT3,grp_0655,1.0,singleton,constrained,test,Unknown,False
1,42,O00116,grp_0656,1.0,singleton,constrained,test,Non-essential,True
1,42,O00139,grp_0657,1.0,singleton,constrained,train,Non-essential,True
1,42,O00141,grp_1114,108.0,large,constrained,train,Non-essential,True
1,42,O00148,grp_0688,24.0,large,constrained,train,Non-essential,True
1,42,O00151,grp_2161,27.0,large,constrained,train,Non-essential,True
1,42,O00159,grp_0658,1.0,singleton,constrained,train,Non-essential,True
1,42,O00161,grp_0659,1.0,singleton,constrained,train,Non-essential,True
1,42,O00165,grp_0660,1.0,singleton,constrained,train,Non-essential,True
1,42,O00170,grp_0661,1.0,singleton,constrained,train,Non-essential,True
1,42,O00187,grp_0662,1.0,singleton,constrained,train,Non-essential,True
1,42,O00189,grp_0663,3.0,small,constrained,test,Non-essential,True
1,42,O00203,grp_1169,6.0,medium,constrained,test,Non-essential,True
1,42,O00206,grp_1277,5.0,small,constrained,train,Non-essential,True
1,42,O00212,grp_1883,48.0,large,constrained,train,Non-essential,True
